team1_id,team1_score,team2_id,team2_score,WLoc,num_ot,team1_position,team2_position,team1_seed,team2_seed,strongseed,weakseed,team1_region,team2_region,slot,team1_teamname,team2_teamname,season,host,host_lat,host_long,team1_lat,team1_long,team2_lat,team2_long,team1_coach_id,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_coach_id,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_ap_final,team1_ap_preseason,team1_coaches_before_final,team1_coaches_preseason,team2_ap_final,team2_ap_preseason,team2_coaches_before_final,team2_coaches_preseason,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,game_id
1274,70,1235,56,N,0,Y10,Y11,10,11,10,11,Y,Y,R3Y2,Miami FL,Iowa St,2022,chicago,41.8369,-87.6847,25.720406,-80.27645,42.026368,-93.648353,jim-larranaga-1,4.0,9.0,2.0,3.0,0.0,1.0,223.0,140,665.0,449,23.0,10,23.0,10,tj-otzelberger-1,0.0,2.0,0.0,0.0,0.0,0.0,20.0,12,119.0,75,20.0,12,20.0,12,,,,,,,,,54.8360655737705,35.2855051244509,74.3169398907104,8.54402789886661,53.8796861377507,35.1677852348993,69.0987124463519,8.77049180327869,35.8906988964792,39.3763213530655,50.8791208791209,56.5909090909091,0.128379322877352,0.0787273896390729,50.8944543828265,32.1375186846039,68.389662027833,9.54235637779942,50.730282375852,29.6416938110749,71.9327731092437,11.2701252236136,37.4370453273643,37.4162096282754,60.0765306122449,52.3470839260313,0.124147638771908,0.106610054112679,67.5221,67.3101,110.368,114.757,104.983,102.132,67.2114,66.0992,98.0934,104.353,92.9036,90.4067,2022-1274-1235
1116,74,1211,68,N,0,X04,X01,4,1,1,4,X,X,R3X1,Arkansas,Gonzaga,2022,san_diego,32.715,-117.1625,36.06153,-94.178214,47.668144,-117.403062,eric-musselman-1,1.0,4.0,1.0,2.0,0.0,0.0,70.0,27,180.0,61,25.0,8,25.0,8,mark-few-1,21.0,21.0,10.0,10.0,2.0,2.0,656.0,128,656.0,128,26.0,3,26.0,3,17,16,18,15,1,1,1,1,50.8745247148289,30.6569343065693,75.3298153034301,11.8965517241379,46.3793103448276,32.7978580990629,73.2142857142857,8.74524714828897,34.25,39.1714735186156,52.901023890785,54.4061302681992,0.106479596630234,0.0947877193531887,60.9067579127459,37.8504672897196,72.962962962963,13.7987012987013,41.6396103896104,30.7448494453249,69.4915254237288,6.7579127459367,35.4500276090558,33.870101986044,55.2879581151832,40.8769448373409,0.0902148445488381,0.0846056314162679,72.0273,70.6005,106.057,111.046,94.3928,92.0063,73.7703,72.5152,118.885,121.802,88.5732,88.8352,2022-1116-1211
1437,63,1276,55,N,0,Z02,Z11,2,11,2,11,Z,Z,R3Z2,Villanova,Michigan,2022,san_antonio,29.4167,-98.5,40.039388,-75.345457,42.276138,-83.743132,jay-wright-1,15.0,17.0,7.0,7.0,3.0,3.0,516.0,196,638.0,281,26.0,7,26.0,7,juwan-howard-1,1.0,1.0,1.0,1.0,0.0,0.0,59.0,31,59.0,31,17.0,14,17.0,14,6,4,5,4,,6,,6,50.3489531405783,35.906432748538,82.3321554770318,7.17703349282297,48.2296650717703,31.0038119440915,74.5098039215686,10.8673978065803,46.0172228202368,42.9585152838428,49.0147783251232,50.0,0.0968756429474179,0.0728918672662611,52.9654036243822,33.9655172413793,74.5664739884393,8.05369127516779,50.755033557047,33.0065359477124,72.9166666666667,8.40197693574959,32.329988851728,33.9246119733925,52.3809523809524,41.635687732342,0.0707199216346814,0.0778874812598181,64.1915,62.5758,112.845,117.921,97.6798,93.8099,67.5085,66.3145,108.005,114.142,103.654,98.5016,2022-1437-1276
1181,78,1403,73,N,0,X02,X03,2,3,2,3,X,X,R3X2,Duke,Texas Tech,2022,san_diego,32.715,-117.1625,36.00159,-78.94226,33.580309,-101.876917,mike-krzyzewski-1,35.0,35.0,25.0,25.0,12.0,12.0,1125.0,308,1198.0,367,28.0,6,28.0,6,mark-adams-2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9,69.0,99,25.0,9,25.0,9,9,9,10,9,12,,11,,55.8441558441558,36.8211920529801,72.8813559322034,13.2581100141044,46.8970380818054,31.3969571230982,67.1604938271605,8.0977845683728,36.5794573643411,33.7692666978048,56.9871159563925,51.7937219730942,0.0944484692371676,0.0910139794467252,55.1219512195122,31.4241486068111,69.8670605612999,11.9312436804853,44.2871587462083,31.3180169286578,68.2675814751287,7.31707317073171,34.4349680170576,45.5396475770925,52.3269012485812,53.8020086083214,0.119840500053885,0.10259726263606,68.2765,67.4185,117.152,119.357,98.2346,95.6444,67.472,66.4813,104.973,109.679,88.3557,85.056,2022-1181-1403
1222,72,1112,60,N,0,Z05,Z01,5,1,1,5,Z,Z,R3Z1,Houston,Arizona,2022,san_antonio,29.4167,-98.5,29.719988,-95.344851,32.232071,-110.950769,kelvin-sampson-1,3.0,17.0,2.0,5.0,1.0,2.0,195.0,69,620.0,296,28.0,5,28.0,5,tommy-lloyd-1,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3,31.0,3,31.0,3,31.0,3,15,15,15,14,2,,2,,55.2522746071133,34.1085271317829,66.8430335097002,17.7189409368635,43.1771894093686,29.287598944591,70.8469055374593,6.28618693134822,39.0317700453858,43.5632183908046,58.9055793991416,54.953560371517,0.123570500975406,0.0906183673819644,57.4944071588367,35.3887399463807,73.806275579809,13.4256055363322,41.9377162629758,32.6771653543307,66.9980119284294,7.08426547352722,35.7450886439866,34.5265065700045,65.4106280193237,46.7836257309942,0.0916012133143167,0.0928064924368735,65.5297,64.0049,114.651,117.238,89.1213,91.368,72.9192,72.2028,115.613,119.617,92.5195,92.4295,2022-1222-1112
1112,85,1395,80,N,1,Z01,Z09,1,9,1,9,Z,Z,R2Z1,Arizona,TCU,2022,san_diego,32.715,-117.1625,32.232071,-110.950769,32.709568,-97.361537,tommy-lloyd-1,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3,31.0,3,31.0,3,31.0,3,jamie-dixon-1,1.0,12.0,0.0,3.0,0.0,0.0,116.0,83,444.0,206,20.0,12,20.0,12,2,,2,,,,,,57.4944071588367,35.3887399463807,73.806275579809,13.4256055363322,41.9377162629758,32.6771653543307,66.9980119284294,7.08426547352722,35.7450886439866,34.5265065700045,65.4106280193237,46.7836257309942,0.0916012133143167,0.0928064924368735,50.48,30.3754266211604,66.8411867364747,11.354079058032,47.9394449116905,31.5286624203822,71.1934156378601,8.56,31.917211328976,34.5624656026417,53.89369592089,54.1666666666667,0.0932276598581873,0.104359320736777,72.9192,72.2028,115.613,119.617,92.5195,92.4295,67.1278,65.8802,101.075,108.228,96.6274,93.3083,2022-1112-1395
1437,71,1326,61,N,0,Z02,Z07,2,7,2,7,Z,Z,R2Z2,Villanova,Ohio St,2022,pittsburgh,40.4417,-80.0,40.039388,-75.345457,39.998389,-83.009001,jay-wright-1,15.0,17.0,7.0,7.0,3.0,3.0,516.0,196,638.0,281,26.0,7,26.0,7,chris-holtmann-1,3.0,6.0,0.0,1.0,0.0,0.0,106.0,55,220.0,140,19.0,11,19.0,11,6,4,5,4,,17,,17,50.3489531405783,35.906432748538,82.3321554770318,7.17703349282297,48.2296650717703,31.0038119440915,74.5098039215686,10.8673978065803,46.0172228202368,42.9585152838428,49.0147783251232,50.0,0.0968756429474179,0.0728918672662611,53.9939332659252,37.3271889400922,75.9562841530055,12.6984126984127,46.2081128747795,33.9805825242718,73.4375,7.78564206268959,39.6951219512195,35.2739726027397,49.2921492921493,47.4114441416894,0.0672570623075999,0.0920359799998736,64.1915,62.5758,112.845,117.921,97.6798,93.8099,65.3779,65.0037,112.068,116.603,103.964,100.788,2022-1437-1326
1274,79,1120,61,N,0,Y10,Y02,10,2,2,10,Y,Y,R2Y2,Miami FL,Auburn,2022,Greenville,35.6017,-77.3725,25.720406,-80.27645,32.600201,-85.492409,jim-larranaga-1,4.0,9.0,2.0,3.0,0.0,1.0,223.0,140,665.0,449,23.0,10,23.0,10,bruce-pearl-1,2.0,10.0,1.0,5.0,1.0,1.0,165.0,97,396.0,196,27.0,5,27.0,5,,,,,8,22,7,22,54.8360655737705,35.2855051244509,74.3169398907104,8.54402789886661,53.8796861377507,35.1677852348993,69.0987124463519,8.77049180327869,35.8906988964792,39.3763213530655,50.8791208791209,56.5909090909091,0.128379322877352,0.0787273896390729,51.8821603927987,32.059186189889,73.2503888024883,21.0307564422278,42.5602660016625,31.2408759124088,72.9071537290715,10.1472995090016,39.8917855386129,36.2817796610169,52.1252796420582,48.7603305785124,0.121029395929794,0.102508883385377,67.5221,67.3101,110.368,114.757,104.983,102.132,71.398,70.0425,108.347,113.579,92.1279,89.1052,2022-1274-1120
1181,85,1277,76,N,0,X02,X07,2,7,2,7,X,X,R2X2,Duke,Michigan St,2022,Greenville,35.6017,-77.3725,36.00159,-78.94226,42.72476,-84.473639,mike-krzyzewski-1,35.0,35.0,25.0,25.0,12.0,12.0,1125.0,308,1198.0,367,28.0,6,28.0,6,tom-izzo-1,23.0,23.0,14.0,14.0,8.0,8.0,665.0,266,665.0,266,22.0,12,22.0,12,9,9,10,9,,,,,55.8441558441558,36.8211920529801,72.8813559322034,13.2581100141044,46.8970380818054,31.3969571230982,67.1604938271605,8.0977845683728,36.5794573643411,33.7692666978048,56.9871159563925,51.7937219730942,0.0944484692371676,0.0910139794467252,49.6508921644686,37.7708978328173,74.6598639455782,13.6724960254372,47.8537360890302,31.2418300653595,70.8551483420593,8.688906128782,33.3850129198966,37.8151260504202,60.7466063348416,51.7241379310345,0.0855758269898811,0.095084252210979,68.2765,67.4185,117.152,119.357,98.2346,95.6444,68.0511,67.5374,105.927,111.245,100.988,96.3644,2022-1181-1277
1345,81,1400,71,N,0,W03,W06,3,6,3,6,W,W,R2W3,Purdue,Texas,2022,milwaukee,43.05,-87.95,40.428206,-86.914435,30.28473,-97.737277,matt-painter-1,12.0,13.0,5.0,5.0,0.0,0.0,382.0,190,407.0,195,27.0,6,27.0,6,chris-beard-1,0.0,4.0,0.0,2.0,0.0,1.0,21.0,11,163.0,71,21.0,11,21.0,11,10,7,9,7,25,5,25,5,56.0592850915432,39.4594594594595,70.3918722786647,10.0,49.0598290598291,33.6217552533993,72.3970944309927,6.71316477768091,39.2156862745098,40.8792319353209,59.0374331550802,53.0732860520095,0.0688499139376076,0.0841498948126315,50.8429458740018,32.3343848580442,74.8681898066784,10.1489757914339,46.0893854748603,31.8014705882353,66.9463087248322,9.3167701863354,36.0022714366837,33.6217552533993,53.598971722365,43.8622754491018,0.119312864172931,0.0912960782537814,66.5745,65.8191,119.206,121.983,102.091,99.2547,64.188,63.1211,105.723,111.789,91.9048,91.4015,2022-1345-1400
1403,59,1323,53,N,0,X03,X11a,3,11,3,11,X,X,R2X3,Texas Tech,Notre Dame,2022,san_diego,32.715,-117.1625,33.580309,-101.876917,41.616717,-86.289848,mark-adams-2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9,69.0,99,25.0,9,25.0,9,mike-brey-1,12.0,14.0,3.0,3.0,0.0,0.0,470.0,258,569.0,310,22.0,10,22.0,10,12,,11,,,,,,55.1219512195122,31.4241486068111,69.8670605612999,11.9312436804853,44.2871587462083,31.3180169286578,68.2675814751287,7.31707317073171,34.4349680170576,45.5396475770925,52.3269012485812,53.8020086083214,0.119840500053885,0.10259726263606,52.0325203252033,37.7181208053691,75.9414225941423,4.8428207306712,49.8725573491929,31.7262830482115,69.3045563549161,9.14634146341463,43.0884904569115,35.3296703296703,55.359394703657,44.1213653603034,0.0762112799975729,0.0902885227996723,67.472,66.4813,104.973,109.679,88.3557,85.056,65.9041,65.755,108.378,111.997,100.674,98.3492,2022-1403-1323
1235,54,1458,49,N,0,Y11,Y03,11,3,3,11,Y,Y,R2Y3,Iowa St,Wisconsin,2022,milwaukee,43.05,-87.95,42.026368,-93.648353,43.073858,-89.405356,tj-otzelberger-1,0.0,2.0,0.0,0.0,0.0,0.0,20.0,12,119.0,75,20.0,12,20.0,12,greg-gard-1,4.0,4.0,2.0,2.0,0.0,0.0,143.0,77,143.0,77,24.0,7,24.0,7,,,,,14,,14,,50.8944543828265,32.1375186846039,68.389662027833,9.54235637779942,50.730282375852,29.6416938110749,71.9327731092437,11.2701252236136,37.4370453273643,37.4162096282754,60.0765306122449,52.3470839260313,0.124147638771908,0.106610054112679,48.9270386266094,31.2024353120244,74.1935483870968,7.48065348237317,49.8710232158212,32.2635135135135,68.0412371134021,9.01287553648069,36.059275521405,33.7321937321937,44.258064516129,46.0440985732815,0.0787864958024573,0.0691783865582552,67.2114,66.0992,98.0934,104.353,92.9036,90.4067,67.1476,66.4871,105.178,110.35,98.919,94.757,2022-1235-1458
1222,68,1228,53,N,0,Z05,Z04,5,4,4,5,Z,Z,R2Z4,Houston,Illinois,2022,pittsburgh,40.4417,-80.0,29.719988,-95.344851,39.730827,-90.246256,kelvin-sampson-1,3.0,17.0,2.0,5.0,1.0,2.0,195.0,69,620.0,296,28.0,5,28.0,5,brad-underwood-1,1.0,5.0,0.0,0.0,0.0,0.0,93.0,65,202.0,92,22.0,9,22.0,9,15,15,15,14,19,11,16,10,55.2522746071133,34.1085271317829,66.8430335097002,17.7189409368635,43.1771894093686,29.287598944591,70.8469055374593,6.28618693134822,39.0317700453858,43.5632183908046,58.9055793991416,54.953560371517,0.123570500975406,0.0906183673819644,51.6714422158548,36.7137355584082,70.7612456747405,7.1264367816092,45.4406130268199,32.2992700729927,72.1062618595825,8.59598853868195,42.6615553121577,29.5736643281166,57.6783555018138,41.6883116883117,0.0750843232145476,0.0947939580583663,65.5297,64.0049,114.651,117.238,89.1213,91.368,68.1937,67.1058,110.345,113.663,98.2696,94.0793,2022-1222-1228
1211,82,1272,78,N,0,X01,X09,1,9,1,9,X,X,R2X1,Gonzaga,Memphis,2022,Portland,45.52,-122.6819,47.668144,-117.403062,35.115864,-89.993508,mark-few-1,21.0,21.0,10.0,10.0,2.0,2.0,656.0,128,656.0,128,26.0,3,26.0,3,anfernee-hardaway-1,0.0,0.0,0.0,0.0,0.0,0.0,84.0,41,84.0,41,21.0,9,21.0,9,1,1,1,1,,12,,16,60.9067579127459,37.8504672897196,72.962962962963,13.7987012987013,41.6396103896104,30.7448494453249,69.4915254237288,6.7579127459367,35.4500276090558,33.870101986044,55.2879581151832,40.8769448373409,0.0902148445488381,0.0846056314162679,52.0640269587195,36.3805970149254,69.4610778443114,17.0128585558853,45.1038575667656,32.0158102766798,70.1030927835052,9.2670598146588,31.1085316308764,42.8813559322034,59.409594095941,56.2231759656652,0.123205672110188,0.131109432207822,73.7703,72.5152,118.885,121.802,88.5732,88.8352,71.6958,70.4654,106.351,110.865,95.667,94.0379,2022-1211-1272
